guid,make,model,vehicle-type,seller-type,price,fuel-type,mileage,year,img-url,zip-code,distance,reg-age,listing-age
b18ba1cf-f8cb-4d47-aa6c-bedfced882d5,Toyota,Avensis,Berline,Dealer,1950,b,132856,07-2001,https://prod.pictures.autoscout24.net/listing-images/b18ba1cf-f8cb-4d47-aa6c-bedfced882d5_9e7ee886-7e31-44f6-a104-9e8303e6bf79.jpg/250x188.webp,1730,61.98157406185932,7836,35
12980ba6-4db3-42c3-8dd0-c4798ca4239e,Toyota,Avensis,Berline,Dealer,1950,b,118616,06-2002,https://prod.pictures.autoscout24.net/listing-images/12980ba6-4db3-42c3-8dd0-c4798ca4239e_dc264395-9638-4c29-a55c-1f14e4bbc384.jpg/250x188.webp,1730,61.98157406185932,7501,35
65a84ba3-95c2-4b6b-af9c-f41b763f210f,Toyota,Starlet,Berline,Dealer,1950,b,247000,04-1997,https://prod.pictures.autoscout24.net/listing-images/65a84ba3-95c2-4b6b-af9c-f41b763f210f_41fbc830-bbd5-46c3-bc9d-9ed2a51f5084.jpg/250x188.webp,3090,77.24958296507762,9388,64
ea70d6b5-310a-48e4-8066-4c0218cbba00,Toyota,Avensis,Berline,Dealer,1999,b,147000,05-1999,https://prod.pictures.autoscout24.net/listing-images/ea70d6b5-310a-48e4-8066-4c0218cbba00_3575d1c1-6bed-4483-b359-cb48e2700274.jpg/250x188.webp,1080,69.57979227671277,8628,32
d3f3d43a-54dd-4ebb-a777-16b630ca7dd6,Toyota,Avensis,Break,PrivateSeller,1999,d,251531,11-2005,https://prod.pictures.autoscout24.net/listing-images/d3f3d43a-54dd-4ebb-a777-16b630ca7dd6_d16e2387-8b56-4aae-88ae-74439cbeac0b.jpg/250x188.webp,3200,60.911700271925,6252,57
40cc1d9c-5210-44f0-a4bf-6c0e921efa6a,Toyota,Yaris,Andere,Dealer,1999,d,164000,01-2005,https://prod.pictures.autoscout24.net/listing-images/40cc1d9c-5210-44f0-a4bf-6c0e921efa6a_326c6779-c221-4375-8e8a-ed6ed81d222a.jpg/250x188.webp,1830,61.99821855231934,6556,63
f14e5787-e397-4287-b901-198aacb35dac,Toyota,Starlet,Berline,PrivateSeller,1999,b,120000,02-1997,https://prod.pictures.autoscout24.net/listing-images/f14e5787-e397-4287-b901-198aacb35dac_24f92573-30bd-44d2-9037-8a5e61cefcce.jpg/250x188.webp,8800,107.24415982689398,9447,104
da13bde2-4382-4203-9b57-1327242bf894,Toyota,Yaris,Berline,PrivateSeller,2000,d,233000,05-2008,https://prod.pictures.autoscout24.net/listing-images/da13bde2-4382-4203-9b57-1327242bf894_1a367768-f7bd-4dc3-ba59-405635f97d9a.jpg/250x188.webp,7300,124.27618354461573,5340,1
aa82e92b-2059-4c18-94cb-fe0b7064e5cf,Toyota,Yaris,Berline,PrivateSeller,2000,b,138500,03-2001,https://prod.pictures.autoscout24.net/listing-images/aa82e92b-2059-4c18-94cb-fe0b7064e5cf_c62d6f4d-a435-4a64-89b2-92ec044273bf.jpg/250x188.webp,6500,139.73150212890414,7958,1
3520c90d-3264-4a92-96f9-1ab2379d1642,Toyota,Yaris,Berline,PrivateSeller,2000,d,270000,01-2007,https://prod.pictures.autoscout24.net/listing-images/3520c90d-3264-4a92-96f9-1ab2379d1642_cd3a71bb-86b4-4135-81ce-e4b2eeed5604.jpg/250x188.webp,5530,128.66356096557257,5826,42
10e0bb2c-a9b6-4e26-8d8b-35a30781a6e1,Toyota,Corolla,Stadswagen,PrivateSeller,2000,b,261000,01-1999,https://prod.pictures.autoscout24.net/listing-images/10e0bb2c-a9b6-4e26-8d8b-35a30781a6e1_5837d803-a6d7-4279-ad40-19bb73304afe.jpg/250x188.webp,1080,69.57979227671277,8748,59
ea42995a-87d7-4a20-a3f4-56e38c9947c4,Toyota,Yaris,Berline,Dealer,2000,b,88914,06-2002,https://prod.pictures.autoscout24.net/listing-images/ea42995a-87d7-4a20-a3f4-56e38c9947c4_db6543dc-a5d0-49cc-913c-f9548073140e.jpg/250x188.webp,1982,54.987372378775355,7501,72
28c1eee7-0eeb-495e-ba0d-56cb16f76069,Toyota,Yaris,Berline,Dealer,2000,b,200000,09-2003,https://prod.pictures.autoscout24.net/listing-images/28c1eee7-0eeb-495e-ba0d-56cb16f76069_a0fe987d-2bbf-4c34-96c1-c40f2d5bac4d.jpg/250x188.webp,1070,71.06367211068877,7044,96
24c946c0-5d64-4afc-b5dc-d1dfe8278ffc,Toyota,Starlet,Andere,PrivateSeller,2000,b,170704,03-1993,https://prod.pictures.autoscout24.net/listing-images/24c946c0-5d64-4afc-b5dc-d1dfe8278ffc_ef1fc04f-01f0-4769-af95-9246645b5374.jpg/250x188.webp,1301,84.5190781907067,10880,129
fee8e6ca-584b-4bd9-adb0-ed1a34846e65,Toyota,Avensis,Berline,Dealer,2100,b,139000,12-2002,https://prod.pictures.autoscout24.net/listing-images/fee8e6ca-584b-4bd9-adb0-ed1a34846e65_849f7b06-0c1a-455b-b148-57728d251ac5.jpg/250x188.webp,1600,78.61296004280759,7318,5
c50c2d7d-6afb-4a7d-af78-bbe7f46f3dc9,Toyota,Yaris,Berline,PrivateSeller,2100,d,178444,01-2005,https://prod.pictures.autoscout24.net/listing-images/c50c2d7d-6afb-4a7d-af78-bbe7f46f3dc9_42afee40-5c41-48e0-92e8-19318789869c.jpg/250x188.webp,3581,67.20468804740364,6556,144
e6e206b8-848f-4fe4-8bdf-077ec3495462,Toyota,Avensis,Berline,Dealer,2150,b,121888,05-2002,https://prod.pictures.autoscout24.net/listing-images/e6e206b8-848f-4fe4-8bdf-077ec3495462_029a6b1b-42b9-4a64-9fad-faf2fb87207f.jpg/250x188.webp,1730,61.98157406185932,7532,11
fa8e2fe9-0ea0-4f6f-824a-b6c44afcd4ab,Toyota,Avensis,Berline,Dealer,2150,b,124312,02-2002,https://prod.pictures.autoscout24.net/listing-images/fa8e2fe9-0ea0-4f6f-824a-b6c44afcd4ab_17e04848-4c64-4563-acb7-92e678e7e766.jpg/250x188.webp,1730,61.98157406185932,7621,22
c85e02fc-7881-4572-bcde-c0d2d2e873a8,Toyota,Celica,Coupé,Dealer,2200,b,160000,02-2000,https://prod.pictures.autoscout24.net/listing-images/c85e02fc-7881-4572-bcde-c0d2d2e873a8_729dcf25-d28e-4dbf-afd0-3690bf202fc5.jpg/250x188.webp,1730,61.98157406185932,8352,4
42dc87a2-2b2e-482b-9768-a8d8d1e86d43,Toyota,Avensis,Berline,PrivateSeller,2200,b,242125,05-2005,https://prod.pictures.autoscout24.net/listing-images/42dc87a2-2b2e-482b-9768-a8d8d1e86d43_6648c593-3a1a-4bd2-941e-13b2980e4e2b.jpg/250x188.webp,5000,115.13665852422378,6436,8
b72ce8b8-9eb7-4f1f-9ceb-c8d9e8c2daa4,Toyota,Avensis,Berline,Dealer,2200,b,173208,01-1999,https://prod.pictures.autoscout24.net/listing-images/b72ce8b8-9eb7-4f1f-9ceb-c8d9e8c2daa4_28b87fb3-7a53-4dc1-990f-4e86f5f93829.jpg/250x188.webp,9050,69.04356445356942,8748,20
6d0dbfac-9fb1-4b52-8ba7-6820681c5f65,Toyota,Avensis,Berline,Dealer,2200,b,256300,02-2003,https://prod.pictures.autoscout24.net/listing-images/6d0dbfac-9fb1-4b52-8ba7-6820681c5f65_1d4b1129-6e9e-4cd0-88f3-f17a9d58badf.jpg/250x188.webp,1080,69.57979227671277,7256,35
ecd93ee5-ef60-42ac-b1a2-368f4cb04a6d,Toyota,Aygo,Stadswagen,PrivateSeller,2200,b,219300,11-2010,https://prod.pictures.autoscout24.net/listing-images/ecd93ee5-ef60-42ac-b1a2-368f4cb04a6d_53e76cf8-3ffc-43b4-8c27-842cc79274f2.jpg/250x188.webp,3320,80.45077675538852,4426,68
79cda8d0-8bcb-4a62-aeba-e317bb0c296f,Toyota,Starlet,Andere,Dealer,2200,b,93000,08-1998,https://prod.pictures.autoscout24.net/listing-images/79cda8d0-8bcb-4a62-aeba-e317bb0c296f_69daa33a-b5d1-4c40-894c-694f96cdc4c4.jpg/250x188.webp,1070,71.06367211068877,8901,69
