guid,make,model,vehicle-type,seller-type,price,fuel-type,mileage,year,img-url,zip-code,distance,reg-age,listing-age
226e8c83-d8a9-4e68-876c-1c40c9d76d03,Nissan,Micra,Berline,PrivateSeller,1800,d,225000,10-2010,https://prod.pictures.autoscout24.net/listing-images/226e8c83-d8a9-4e68-876c-1c40c9d76d03_7a922e2d-ccee-41fc-81c0-f338bdad68c4.jpg/250x188.webp,7080,124.84754400917438,4451,12
f2bce6b3-569a-4749-a57b-80a0f0b23e15,Nissan,Micra,Berline,PrivateSeller,1800,b,163977,06-2004,https://prod.pictures.autoscout24.net/listing-images/f2bce6b3-569a-4749-a57b-80a0f0b23e15_bdae151a-c76b-4fe1-8dfa-cc60eaf93ec3.jpg/250x188.webp,4350,105.66815720147693,6764,147
08e24afc-120b-4f52-8f47-6193ea2ea97e,Nissan,Almera,Berline,Dealer,1850,b,165000,03-2002,https://prod.pictures.autoscout24.net/listing-images/08e24afc-120b-4f52-8f47-6193ea2ea97e_d18bd5c6-ce71-486c-9296-2a0e44dafc2a.jpg/250x188.webp,1400,97.35176357549375,7587,139
84666289-e400-41a4-a3b1-d5cfb49cf24e,Nissan,Vanette,Bestelwagen,Dealer,1900,d,175974,10-1998,https://prod.pictures.autoscout24.net/listing-images/84666289-e400-41a4-a3b1-d5cfb49cf24e_8caa2796-7477-48de-8966-63a3823ee1b9.jpg/250x188.webp,1420,87.49639779077864,8834,3
413f4180-7294-4211-b3b9-9c1e8ce6bcd7,Nissan,Almera,Berline,Dealer,1900,b,187000,12-2001,https://prod.pictures.autoscout24.net/listing-images/413f4180-7294-4211-b3b9-9c1e8ce6bcd7_3ef89d3a-b306-43f7-b9bb-faf8f709e7aa.jpg/250x188.webp,1700,70.90697373704198,7677,4
b7d9b69e-e303-4693-b041-e7164401894a,Nissan,Note,Break,PrivateSeller,1900,d,215000,06-2007,https://prod.pictures.autoscout24.net/listing-images/b7d9b69e-e303-4693-b041-e7164401894a_88d1303f-5da2-480f-8a88-bc66c8d2b800.jpg/250x188.webp,1315,85.40551029135231,5669,22
8026c229-4607-4843-a22b-0b4d957047dd,Nissan,Micra,Berline,PrivateSeller,1900,b,136220,02-2003,https://prod.pictures.autoscout24.net/listing-images/8026c229-4607-4843-a22b-0b4d957047dd_1601b9df-ecab-4748-8dd0-d71393f6de3c.jpg/250x188.webp,1640,80.60400182928595,7250,34
4e0a6fd3-1030-4aa2-a5a7-f15291c431fb,Nissan,Micra,Berline,Dealer,1950,d,100,10-2006,https://prod.pictures.autoscout24.net/listing-images/4e0a6fd3-1030-4aa2-a5a7-f15291c431fb_fb54306d-948c-4afc-9890-327de5a1b150.jpg/250x188.webp,1785,62.024853812453884,5912,0
0559bf54-986d-4840-bd54-d6c580507f3f,Nissan,Primera,Berline,PrivateSeller,1950,b,102000,04-2004,https://prod.pictures.autoscout24.net/listing-images/0559bf54-986d-4840-bd54-d6c580507f3f_bc36b130-fc7e-4d6d-8297-7b634a8d6a19.jpg/250x188.webp,2570,41.502398539267695,6825,12
230fceee-1943-49c6-8645-8702f173bb64,Nissan,Sunny,Berline,PrivateSeller,1950,d,102000,06-1986,https://prod.pictures.autoscout24.net/listing-images/230fceee-1943-49c6-8645-8702f173bb64_67e12f7c-6c9d-4050-b7cf-7fb26768ecce.jpg/250x188.webp,1020,66.36225311284039,13339,171
b295f51b-4dc1-4b9b-b1bb-88bc7826f489,Nissan,Note,Break,Dealer,1990,d,219000,08-2009,https://prod.pictures.autoscout24.net/listing-images/b295f51b-4dc1-4b9b-b1bb-88bc7826f489_19af15e9-9588-4788-95dd-e85bc429ab9a.jpg/250x188.webp,1600,78.61296004280759,4877,80
34a34c1a-e668-4bb2-9646-a833d30ef5ab,Nissan,Micra,Berline,PrivateSeller,2000,b,181000,11-2004,https://prod.pictures.autoscout24.net/listing-images/34a34c1a-e668-4bb2-9646-a833d30ef5ab_132eea6c-c38a-4b92-9d60-d318aabdbe29.jpg/250x188.webp,5600,141.55185821596254,6611,104
