guid,make,model,vehicle-type,seller-type,price,zip-code,fuel-type,mileage,year,distance,age,img-url
d4283931-ac47-4450-b665-b985cb1e82bf,volvo,v60,c,d,16950,8800,d,128710,06-2016,107.24415982689398,2371,https://prod.pictures.autoscout24.net/listing-images/d4283931-ac47-4450-b665-b985cb1e82bf_08ffcd6b-6fa5-4df8-b676-1674e63f9c76.jpg/480x360.jpg
0a2ab937-4d44-4ddd-9233-bdbd6d6e75d8,volvo,v40,c,d,14800,3500,d,113115,12-2014,86.84432103923942,2919,https://prod.pictures.autoscout24.net/listing-images/0a2ab937-4d44-4ddd-9233-bdbd6d6e75d8_1e1833cb-4783-44e4-b74e-2a9648490f7c.jpg/480x360.jpg
7aa327fc-f51a-4ecb-8c9e-f5c9c0944c96,volvo,xc60,c,d,50450,8630,d,9331,05-2022,133.10832564444777,211,https://prod.pictures.autoscout24.net/listing-images/7aa327fc-f51a-4ecb-8c9e-f5c9c0944c96_f8d8cdba-b1c6-478d-bb6b-7dd19a2b2a2c.jpg/480x360.jpg
53dd1bb4-9caa-4d7f-b15c-f34955aea87c,volvo,xc40,c,d,27490,2830,d,86609,02-2019,45.04397020411872,1396,https://prod.pictures.autoscout24.net/listing-images/53dd1bb4-9caa-4d7f-b15c-f34955aea87c_7e611ead-d445-42eb-9986-eb23262117e5.jpg/480x360.jpg
f155e559-1308-4cbe-b806-36aa8e145040,volvo,v60,c,d,44950,8700,b,34060,12-2020,90.43310642675891,727,https://prod.pictures.autoscout24.net/listing-images/f155e559-1308-4cbe-b806-36aa8e145040_502bbc94-21a2-4b4d-8a6c-0ea32f9a6845.jpg/480x360.jpg
a45509eb-0a1b-478c-91d8-60d44c6595d4,volvo,xc60,c,d,37299,3500,d,138563,09-2018,86.84432103923942,1549,https://prod.pictures.autoscout24.net/listing-images/a45509eb-0a1b-478c-91d8-60d44c6595d4_253a1af5-ce65-469b-9f75-5c9db34ebc7d.jpg/480x360.jpg
363163f4-1b01-4dab-861d-4a2a3b85491e,volvo,xc40,c,d,32200,9800,b,22521,09-2021,85.43781742981923,453,https://prod.pictures.autoscout24.net/listing-images/363163f4-1b01-4dab-861d-4a2a3b85491e_e6de143f-3b32-40b0-b7b4-4973995c0dc6.jpg/480x360.jpg
825a7e13-6378-41ef-9505-4ef723d407ac,volvo,xc40,c,d,50999,3500,2,30394,11-2021,86.84432103923942,392,https://prod.pictures.autoscout24.net/listing-images/825a7e13-6378-41ef-9505-4ef723d407ac_9ba572c2-735d-441e-8035-ab5f83356fa0.jpg/480x360.jpg
8f2471ab-8b22-43d5-b72d-5be13315d8ca,volvo,v50,c,p,11800,1150,d,71000,06-2012,68.48425146100755,3832,https://prod.pictures.autoscout24.net/listing-images/8f2471ab-8b22-43d5-b72d-5be13315d8ca_292ae1fc-354f-454e-90e8-99da9f677214.jpg/480x360.jpg
5253840b-4a58-4b02-9bcb-14293fcbab34,volvo,xc90,c,p,38500,9112,d,83838,01-2017,45.536230472194035,2157,https://prod.pictures.autoscout24.net/listing-images/5253840b-4a58-4b02-9bcb-14293fcbab34_6bf73e5a-1714-4a98-bd5a-eb7f86dbf775.jpg/480x360.jpg
