guid,make,model,vehicle-type,seller-type,price,zip-code,fuel-type,mileage,year,distance,age,img-url
25a788b1-1aac-414c-95e1-5c41e3e32b84,honda,jazz,c,d,23900,4710,b,20,05-2021,138.55074659169972,577,https://prod.pictures.autoscout24.net/listing-images/25a788b1-1aac-414c-95e1-5c41e3e32b84_ae3a8cf4-ce1c-40df-a4fd-8f51b2c0624e.jpg/480x360.jpg
fa2f14a4-c040-447e-9504-c207a509ad0d,honda,jazz,c,d,27455,6700,unknown,10,05-2022,222.44484417522085,212,https://prod.pictures.autoscout24.net/listing-images/fa2f14a4-c040-447e-9504-c207a509ad0d_737743c1-162a-4f43-be43-5e52dad1a14b.jpg/480x360.jpg
447c6320-1b7f-4eb7-848a-77be6b744b51,honda,jazz,c,d,6900,9100,b,116613,02-2009,39.90739495574749,5049,https://prod.pictures.autoscout24.net/listing-images/447c6320-1b7f-4eb7-848a-77be6b744b51_10e6fcfa-791c-4352-b4e4-7eb2c34f38c4.jpg/480x360.jpg
d085dab9-2fe0-4c1c-90d1-c4b833112710,honda,jazz,c,d,7750,7120,b,93000,09-2014,126.85657914067737,3011,https://prod.pictures.autoscout24.net/listing-images/d085dab9-2fe0-4c1c-90d1-c4b833112710_bdcf3737-6f7d-4e1a-a49c-0dc1a3234107.jpg/480x360.jpg
4c80ff02-6d02-49a4-a95a-85dcf850c128,honda,jazz,c,d,26250,9100,b,13221,04-2022,39.90739495574749,242,https://prod.pictures.autoscout24.net/listing-images/4c80ff02-6d02-49a4-a95a-85dcf850c128_994c09d3-1e4f-432e-ad1d-d1b2a14fd415.jpg/480x360.jpg
c5731356-6193-47c7-bd6b-3c83f16b49e9,honda,cr-v,c,p,4400,1831,b,237000,03-2004,63.496143889011755,6847,https://prod.pictures.autoscout24.net/listing-images/c5731356-6193-47c7-bd6b-3c83f16b49e9_0ab3f434-c4f6-46ff-9161-aca749509840.jpg/480x360.jpg
3fe668d0-bf88-4126-804f-a0f2b95b4330,honda,jazz,c,d,22990,9100,b,14768,01-2022,39.90739495574749,332,https://prod.pictures.autoscout24.net/listing-images/3fe668d0-bf88-4126-804f-a0f2b95b4330_56f8ed43-6a9a-48a3-9ded-10c364d61eef.jpg/480x360.jpg
4f44465d-4a37-4c9c-9976-accd9332e8f4,honda,jazz,c,d,4250,7120,b,97000,12-2006,126.85657914067737,5842,https://prod.pictures.autoscout24.net/listing-images/4f44465d-4a37-4c9c-9976-accd9332e8f4_440bfcda-20ab-49a7-825c-8157f34ac5b0.jpg/480x360.jpg
19b464c6-8e59-4e66-b45f-6879df572ddd,honda,civic,c,d,4990,4300,b,66000,11-1979,100.81569162486942,15734,https://prod.pictures.autoscout24.net/listing-images/19b464c6-8e59-4e66-b45f-6879df572ddd_288c9f6f-c58e-4f11-af74-590fb905edc2.jpg/480x360.jpg
ea03705e-76bc-4de2-9277-0aabe9c066fe,honda,civic,c,d,15367,5590,d,197032,05-2019,136.10531624606435,1308,https://prod.pictures.autoscout24.net/listing-images/ea03705e-76bc-4de2-9277-0aabe9c066fe_d3fd882c-1ee5-49df-956c-c969bfa52531.jpg/480x360.jpg
2fc510a8-2865-4264-be37-709316efa9e4,honda,cr-v,c,p,16000,7804,d,110000,08-2017,100.40205964162564,1946,https://prod.pictures.autoscout24.net/listing-images/2fc510a8-2865-4264-be37-709316efa9e4_f7056732-12db-4305-af73-573f41d5c082.jpg/480x360.jpg
bb9f3325-b755-4d91-8172-d2ea14ef4d14,honda,jazz,c,d,27455,6700,unknown,10,10-2022,222.44484417522085,59,https://prod.pictures.autoscout24.net/listing-images/bb9f3325-b755-4d91-8172-d2ea14ef4d14_49cc1e5e-1724-4cfe-ab82-fa3891dc049c.jpg/480x360.jpg
373da70d-9342-40ee-bb11-edd05758bc70,honda,jazz,c,d,27990,4710,b,22,08-2021,138.55074659169972,485,https://prod.pictures.autoscout24.net/listing-images/373da70d-9342-40ee-bb11-edd05758bc70_9d83ff50-aae0-456c-a713-8bd8db4c3030.jpg/480x360.jpg
ff5c2716-758f-4571-871f-c0954a289471,honda,jazz,c,d,15490,1300,b,32025,11-2016,83.88957347991013,2219,https://prod.pictures.autoscout24.net/listing-images/ff5c2716-758f-4571-871f-c0954a289471_42838828-0cb8-4c74-b660-696f315b514c.jpg/480x360.jpg
4cabd8aa-1e35-4296-8afa-d10049218dd2,honda,civic,c,p,14000,6690,d,112000,06-2017,163.93426433345658,2007,https://prod.pictures.autoscout24.net/listing-images/4cabd8aa-1e35-4296-8afa-d10049218dd2_2dc4404e-02c1-4973-a659-2e2e74e71744.jpg/480x360.jpg
3f4c5044-8990-4541-8e43-8fd941e83685,honda,s 2000,c,p,22000,1861,b,157000,04-2000,58.463024564819776,8277,https://prod.pictures.autoscout24.net/listing-images/3f4c5044-8990-4541-8e43-8fd941e83685_34c56ee9-4f17-49da-b554-e1a4f872686f.jpg/480x360.jpg
ccebf031-e3fc-463a-a509-c6a114b62bff,honda,civic,c,p,3500,2200,b,110000,09-2001,44.17776031794284,7759,https://prod.pictures.autoscout24.net/listing-images/ccebf031-e3fc-463a-a509-c6a114b62bff_f3520937-7706-4aa5-9aac-eebd68e033a1.jpg/480x360.jpg
8350a3bf-3d61-4773-b1e9-8cf502a931f8,honda,cr-v,c,d,38599,1300,2,4999,12-2022,83.88957347991013,-2,https://prod.pictures.autoscout24.net/listing-images/8350a3bf-3d61-4773-b1e9-8cf502a931f8_318e3ae3-bf9a-4579-866e-cc199a4ab527.jpg/480x360.jpg
e4308973-59a0-4f66-939d-45894273fd9d,honda,jazz,c,d,10990,1000,2,118709,12-2011,69.17270624549755,4016,https://prod.pictures.autoscout24.net/listing-images/e4308973-59a0-4f66-939d-45894273fd9d_71c958c7-1fe6-4ab0-8b39-5feb59f92e17.jpg/480x360.jpg
0fba3a4b-8fd4-4b34-aba1-8056cdcfe29f,honda,civic,c,p,2400,1000,d,1284539,07-2004,69.17270624549755,6725,https://prod.pictures.autoscout24.net/listing-images/0fba3a4b-8fd4-4b34-aba1-8056cdcfe29f_aef585ea-6bd9-4e5c-b074-f55a2dab3027.jpg/480x360.jpg
2cdf50e9-a8d8-41cb-aa92-6bb1c240b56f,honda,hr-v,c,p,12500,1330,d,168000,03-2016,84.1109573727662,2464,https://prod.pictures.autoscout24.net/listing-images/2cdf50e9-a8d8-41cb-aa92-6bb1c240b56f_d35116b4-9ea0-40d1-b624-1972ff25567b.jpg/480x360.jpg
b537d140-86cd-4b93-b58b-a3c3c98385f1,honda,jazz,c,d,5480,8570,b,111428,06-2005,100.49126072839948,6390,https://prod.pictures.autoscout24.net/listing-images/b537d140-86cd-4b93-b58b-a3c3c98385f1_af24084f-23ac-4552-9d0c-0396db562bd0.jpg/480x360.jpg
91f24d61-e7db-42d9-949c-de83e7b2f485,honda,jazz,c,d,14490,1000,b,35919,03-2016,69.17270624549755,2464,https://prod.pictures.autoscout24.net/listing-images/91f24d61-e7db-42d9-949c-de83e7b2f485_a8664818-7c80-4a89-be05-a70f0e43d4db.jpg/480x360.jpg
8d07b3a7-f59f-4c54-91f3-2d08b902ef0f,honda,jazz,c,d,5750,2630,b,95000,06-2010,37.55427282853161,4564,https://prod.pictures.autoscout24.net/listing-images/8d07b3a7-f59f-4c54-91f3-2d08b902ef0f_689b7a6e-e9a8-4e87-8e15-95dea789dc96.jpg/480x360.jpg
8e7a8fa7-f0f5-4e36-b370-31cb50cb6031,honda,e,c,d,34999,4431,e,5005,10-2020,114.8123410724686,789,https://prod.pictures.autoscout24.net/listing-images/8e7a8fa7-f0f5-4e36-b370-31cb50cb6031_5e9ee78c-6096-4e7e-8a24-33f2969fb567.jpg/480x360.jpg
7f6fb9e1-83ec-4833-9636-0d6e2e15c036,honda,jazz,c,d,13800,6698,b,31200,12-2016,162.1712561985485,2189,https://prod.pictures.autoscout24.net/listing-images/7f6fb9e1-83ec-4833-9636-0d6e2e15c036_6baad455-d206-4572-a35e-cd3f76362265.jpg/480x360.jpg
db493848-56e0-4171-a1c4-31b22619ec32,honda,jazz,c,d,14499,2920,b,112346,02-2017,9.296058813361997,2127,https://prod.pictures.autoscout24.net/listing-images/db493848-56e0-4171-a1c4-31b22619ec32_bff244b8-c426-4f3a-b18c-84a9392714c0.jpg/480x360.jpg
53db33a2-1746-4fb5-9b6f-5dbaa38d0a34,honda,cr-v,c,d,38999,6700,unknown,7450,12-2021,222.44484417522085,363,https://prod.pictures.autoscout24.net/listing-images/53db33a2-1746-4fb5-9b6f-5dbaa38d0a34_7b1c21e0-5e93-408a-9ff0-403c7aeded23.jpg/480x360.jpg
0660765f-dc3c-4837-a617-fabe936a9adc,honda,jazz,c,p,2150,1190,b,170000,11-2007,73.06612059240499,5507,https://prod.pictures.autoscout24.net/listing-images/0660765f-dc3c-4837-a617-fabe936a9adc_1d6f9a49-9cec-43ee-8f33-b92f6df74a96.jpg/480x360.jpg
746a6983-1013-4f41-8533-dcabcb218663,honda,cr-v,c,p,15000,1020,d,190000,06-2016,66.36225311284039,2372,https://prod.pictures.autoscout24.net/listing-images/746a6983-1013-4f41-8533-dcabcb218663_167896a8-2e39-4569-a9a0-c1b6ec4709b1.jpg/480x360.jpg
ce1f1fed-ed4c-43fc-a976-19f447faae2a,honda,jazz,c,p,3500,8550,b,110675,06-2005,107.36766166002549,6390,https://prod.pictures.autoscout24.net/listing-images/ce1f1fed-ed4c-43fc-a976-19f447faae2a_1315ee41-df36-4527-977e-8084f825c66c.jpg/480x360.jpg
d386d6bd-96a5-4fba-b79a-75436255e993,honda,jazz,c,d,17300,2260,b,32000,08-2019,51.722105508235536,1216,https://prod.pictures.autoscout24.net/listing-images/d386d6bd-96a5-4fba-b79a-75436255e993_783e6a78-3cf4-4ca2-8004-45d564bac870.jpg/480x360.jpg
c01d9919-660f-43fa-b644-cef842b429ad,honda,jazz,c,d,2890,7130,b,180000,07-2007,117.49117131592739,5630,https://prod.pictures.autoscout24.net/listing-images/c01d9919-660f-43fa-b644-cef842b429ad_64b48f56-4746-4027-a33f-20787bab9578.jpg/480x360.jpg
628bb830-534a-4d74-a3db-bb368c6c4591,honda,jazz,c,d,26399,1300,b,9999,10-2022,83.88957347991013,59,https://prod.pictures.autoscout24.net/listing-images/628bb830-534a-4d74-a3db-bb368c6c4591_07dfa31a-3b43-4bad-99b7-e82e3df4a47e.jpg/480x360.jpg
3854b132-f8e8-4bd7-89b4-95659de1a63d,honda,jazz,c,d,4500,6700,b,110000,01-2005,222.44484417522085,6541,https://prod.pictures.autoscout24.net/listing-images/3854b132-f8e8-4bd7-89b4-95659de1a63d_7deb6b82-552e-4776-b7bf-9e1e2c984ebb.jpg/480x360.jpg
adaf6bba-79d5-4897-9236-6c9828980247,honda,cr-v,c,p,4400,1831,b,237000,04-2004,63.496143889011755,6816,https://prod.pictures.autoscout24.net/listing-images/adaf6bba-79d5-4897-9236-6c9828980247_9f4c1d11-49e5-4cc5-95d1-18891f85e37e.jpg/480x360.jpg
da8f3af9-ee57-4ed3-aa98-80595299d1e2,honda,civic,c,p,2100,1370,b,187000,08-2003,89.26135356419556,7060,https://prod.pictures.autoscout24.net/listing-images/da8f3af9-ee57-4ed3-aa98-80595299d1e2_64039fba-3478-4749-bf64-700d15222736.jpg/480x360.jpg
facdcd50-20b8-4c94-99cd-8ad757a01368,honda,cr-v,c,p,4400,1831,b,237000,03-2004,63.496143889011755,6847,https://prod.pictures.autoscout24.net/listing-images/facdcd50-20b8-4c94-99cd-8ad757a01368_3c8af4b6-00cf-414d-9a9f-3cf86039efc2.jpg/480x360.jpg
987d624e-ede3-47e2-823f-6957094110c1,honda,civic,c,d,3480,8570,b,133061,12-1998,100.49126072839948,8764,https://prod.pictures.autoscout24.net/listing-images/987d624e-ede3-47e2-823f-6957094110c1_fe16063c-fbaa-49c9-b7b2-c3a4458e28a4.jpg/480x360.jpg
3867a4a7-2df6-4af3-924d-49c766939807,honda,jazz,c,p,2750,5621,b,161000,05-2007,132.716742346791,5691,https://prod.pictures.autoscout24.net/listing-images/3867a4a7-2df6-4af3-924d-49c766939807_10d7312d-f578-4834-8789-282716d9300f.jpg/480x360.jpg
4bcce0e2-33a2-4c9d-be86-067941b87277,honda,jazz,c,d,10750,9320,b,104250,11-2012,67.86826786112259,3680,https://prod.pictures.autoscout24.net/listing-images/4bcce0e2-33a2-4c9d-be86-067941b87277_46abb7a5-c355-4624-8b8f-40ae01a44fe0.jpg/480x360.jpg
3e5cb8e8-43c9-4768-9de4-cc2604078af5,honda,jazz,c,p,2900,1820,b,164000,04-2002,61.11806276432271,7547,https://prod.pictures.autoscout24.net/listing-images/3e5cb8e8-43c9-4768-9de4-cc2604078af5_89de0209-f63f-43df-ab89-7ca7a0d63fba.jpg/480x360.jpg
f430aa05-9e74-4d70-ab55-b4b7f124c355,honda,jazz,c,p,4250,9521,b,136500,07-2009,72.76049521780234,4899,https://prod.pictures.autoscout24.net/listing-images/f430aa05-9e74-4d70-ab55-b4b7f124c355_7d7b9108-3024-4f4c-94a0-a609b79ff73a.jpg/480x360.jpg
a67a2260-f333-4b98-8cf7-5528a100f76c,honda,jazz,c,d,5250,1730,b,72000,11-2007,61.98157406185932,5507,https://prod.pictures.autoscout24.net/listing-images/a67a2260-f333-4b98-8cf7-5528a100f76c_0957d137-a987-4458-96df-28d036846af5.jpg/480x360.jpg
018c0c7e-2457-488e-98d1-8da562a0dd92,honda,stream,c,d,2250,2610,b,322440,01-2004,33.817501233272104,6907,https://prod.pictures.autoscout24.net/listing-images/018c0c7e-2457-488e-98d1-8da562a0dd92_55eafa64-aed6-4c42-b72a-4d5f74850cbf.jpg/480x360.jpg
76fa08d9-2f50-468f-b51e-8e107e054fd4,honda,crx,c,p,7000,8770,b,179990,03-1990,104.15692480242703,11961,https://prod.pictures.autoscout24.net/listing-images/76fa08d9-2f50-468f-b51e-8e107e054fd4_23c1e12f-cba5-4c8c-81e7-671f7af0ee74.jpg/480x360.jpg
9e4fef3d-da68-4fa5-b373-8cc0bb6b56c3,honda,jazz,c,d,27990,6700,unknown,10,05-2022,222.44484417522085,212,https://prod.pictures.autoscout24.net/listing-images/9e4fef3d-da68-4fa5-b373-8cc0bb6b56c3_86d5b080-66cb-473b-bd22-419869d1598b.jpg/480x360.jpg
f7c23985-7e90-432c-a995-a63bbe3160d1,honda,civic,c,p,1750,1000,b,197000,10-2002,69.17270624549755,7364,https://prod.pictures.autoscout24.net/listing-images/f7c23985-7e90-432c-a995-a63bbe3160d1_cc53f3fb-fbad-48f4-b1e6-b9d9f96fa830.jpg/480x360.jpg
b83e8774-6052-43d8-9899-08c6703fb374,honda,jazz,c,p,3950,3920,b,112000,07-2003,64.30712183830964,7091,https://prod.pictures.autoscout24.net/listing-images/b83e8774-6052-43d8-9899-08c6703fb374_27e177ed-0c25-4434-9135-958681c72bc7.jpg/480x360.jpg
e0be1f18-257d-41e1-a75c-a9d40888dbb6,honda,logo,c,d,1200,8790,b,241090,06-1999,97.02122056774895,8582,https://prod.pictures.autoscout24.net/listing-images/e0be1f18-257d-41e1-a75c-a9d40888dbb6_252bc59b-0290-4203-a1cc-2526524d52e9.jpg/480x360.jpg
b06413d6-60aa-42ad-99eb-e3c6d8a250d2,honda,accord,c,p,3000,7180,d,277000,02-2006,105.13812882706286,6145,https://prod.pictures.autoscout24.net/listing-images/b06413d6-60aa-42ad-99eb-e3c6d8a250d2_c62fecf5-ffb4-4c13-b9bd-9595595560f5.jpg/480x360.jpg
137afa2a-a682-4058-98b5-97a6d43b095d,honda,cr-v,c,d,12500,9200,b,83000,02-2011,55.33414746561007,4319,https://prod.pictures.autoscout24.net/listing-images/137afa2a-a682-4058-98b5-97a6d43b095d_f36c81bf-6546-46a2-af41-024d33026363.jpg/480x360.jpg
8fdb01e5-a5f1-bc05-e053-0100007f1bd7,honda,jazz,c,p,3150,9255,b,92000,03-2008,52.123936757081914,5386,https://prod.pictures.autoscout24.net/listing-images/8fdb01e5-a5f1-bc05-e053-0100007f1bd7_b7e6cb78-6c3a-4b88-ba37-720d5f1745ce.jpg/480x360.jpg
